player_age,woba,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,woba_percent
25,0.418,89.3,19.6,35.5,4.8,41.8
25,0.34,88.8,14.3,35.2,7.3,34
23,0.338,93.3,9.5,33.3,14.8,33.8
25,0.317,89.9,14.4,36.7,10.1,31.7
25,0.339,85.3,8.5,33.4,2.1,33.9
25,0.368,92.7,19.4,36.1,14.5,36.8
24,0.384,90.7,14.8,36.9,15.8,38.4
26,0.358,89.2,15.9,35.8,11.9,35.8
27,0.32,87.1,13.1,36.4,1.9,32
28,0.33,90,13.8,30,9.2,33
27,0.378,92.6,15.5,34.5,16.9,37.8
24,0.38,90.4,16.7,38.1,12.5,38
26,0.363,88.3,8.7,37.6,5.1,36.3
23,0.414,91.1,17.9,39.6,12.7,41.4
27,0.36,91.1,16.7,35.8,10,36
27,0.373,90.3,7.8,36.4,10.3,37.3
24,0.33,91.9,8.8,36.6,9,33
23,0.318,89.4,8.8,35,4.2,31.8
23,0.313,88.5,10.8,36.1,8.4,31.3
24,0.33,89.1,17.3,40.1,8.1,33
27,0.384,89,13.8,34.2,4.8,38.4
22,0.354,88.9,15.6,36.8,6.6,35.4
22,0.317,83.3,16.7,34.5,4.8,31.7
22,0.377,92.5,10.4,33,9,37.7
22,0.343,91.2,9.3,32.4,12.8,34.3
22,0.358,89.1,17.7,38,10.1,35.8
26,0.354,92.7,16.6,25.1,12.1,35.4
26,0.347,89.7,24,31,9.7,34.7
26,0.357,93.5,15.5,35.6,14.5,35.7
25,0.322,87,18.3,33,8.6,32.2
24,0.379,93.1,12.3,40.4,12.2,37.9
21,0.369,90.6,14.2,40.5,15,36.9
25,0.318,83.8,9.9,37.5,0.2,31.8
20,0.329,89.4,6.7,30.9,7.7,32.9
20,0.394,92,12.5,36.3,12.3,39.4
24,0.371,89.5,9.4,37,6.7,37.1
